공고명,지원대상,주관기관,사업유형,신청기간,등록일자,해시태그,url,공고번호
2025년 U-Global Bridge UK 프로그램 참여기업 모집 공고(울산창조경제혁신센터),창업벤처,울산광역시,유관기관지원사업,2025-07-28 ~ 2025-08-22,2025-07-31T09:41:10,"['수출', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '기술컨퍼런스', '글로벌바우처', '영국시장진출', '글로벌성장', '2025', '울산창조경제혁신센터', '전문가멘토링', '울산광역시', '창업기업', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113044,
2025년 청년도전지원사업 우수사례 공모,중소기업,고용노동부,유관기관지원사업,2025-07-29 ~ 2025-08-28,2025-07-31T09:34:18,"['금융', '인력', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '노동시장진입', '청년도전지원사업', '2025', '프로그램', '운영기관', '상금', '시상', '우수사례', '공모전', '고용노동부', '직접수행']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113037,
2025년 직장적응 지원 사업 우수사례 공모,중소기업,고용노동부,유관기관지원사업,2025-07-29 ~ 2025-08-28,2025-07-31T09:33:25,"['금융', '인력', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '청년친화', '직장적응', '2025', '조직문화', '온보딩', '프로그램', '상금', '시상', '우수사례', '공모전', '고용노동부', '직접수행']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113036,
[경북] 영천시 2025년 3차 중소기업 고부가가치 전환육성 지원사업 공고,중소기업,경상북도,유관기관지원사업,2025-07-30 ~ 2025-08-13,2025-07-31T09:25:26,"['금융', '기술', '수출', '경영', '경북', '2025', '고부가가치화', '비R&D', '영천시', '시장진출', '사업화', '연구개발', '시제품제작', '기술개발', '경상북도', '경북테크노파크', '제조업', 'R&D', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113034,
[경북] 2025년 세일페스타 팝업스토어 행사 참여업체 모집 공고(현대백화점 상생 프리미엄展),중소기업,경상북도,유관기관지원사업,2025-07-30 ~ 2025-08-10,2025-07-30T14:46:44,"['금융', '내수', '경영', '경북', '브랜드가치향상', '2025', '현대백화점', '경북세일페스타', '행사', '우수제품', '팝업스토어', '판로개척', '경상북도경제진흥원', '경상북도', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113029,
[경북] 2025년 세일페스타 TV홈쇼핑 특집 판매전 참여업체 모집 공고,중소기업,경상북도,유관기관지원사업,2025-07-30 ~ 2025-08-10,2025-07-30T14:41:30,"['금융', '내수', '경북', '신규입점', '2025', '경북세일페스타', 'TV홈쇼핑', '판로확대', '경상북도경제진흥원', '경상북도', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113019,
[전북] 2025년 경영지원 컨설팅 참여기업 모집 재공고(상생소공인특화지원센터(舊 전북 광역소공인특화지원센터)),소상공인,전북특별자치도,유관기관지원사업,2025-08-01 ~ 2025-08-29,2025-07-30T14:13:37,"['기술', '경영', '전북', '전북특별자치도', '현장개선', '2025', '과제발굴', '맞춤형', '전주벤처기업육성촉진지구발전협의회', '경영지원', '품질개선', '공정개선', '소공인', '판로개척', '컨설팅', '전라북도', '제조업', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113027,
[울산] 2025년 4차 벤처나라 등록 지원 모집 공고(벤처기업 육성지원사업),창업벤처,울산광역시,유관기관지원사업,2025-07-30 ~ 2025-09-11,2025-07-30T14:03:16,"['금융', '기술', '내수', '창업', '울산', '부스지원', '울산경제일자리진흥원', '2025', '벤처창업혁신조달상품', '인증마크', 'OEM', '벤처나라', '공공조달', '울산광역시', '홍보', '벤처기업', '창업기업', '제조기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113025,
중소기업 취업자에 대한 소득세 감면 안내(2025년 중소기업 조세지원),중소기업,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-30T14:02:31,"['금융', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '중소기업조세지원', '소득세', '청년근로자', '중소벤처기업부', '2025', '취업자', '경력단절근로자', '근로소득']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113024,
2025년 해외전시회 개별참가지원 사업 참여기업 모집 공고,중소기업,산업통상자원부,유관기관지원사업,2025-07-11 ~ 2025-08-11,2025-07-30T13:59:58,"['금융', '수출', '내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '국내신재생에너지', '개별참가지원', '한국신재생에너지협회', '2025', '수출활성화', '해외전시회', '해외시장개척', '해외진출', '산업통상자원부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113010,
성과보상기금 수령액에 대한 소득세 감면 안내(2025년 중소기업 조세지원),중소기업,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-30T13:59:47,"['금융', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '성과공유', '중소기업조세지원', '소득세', '중소벤처기업부', '2025', '성과보상기금', '청년근로자']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113009,
[경남] 진주시 2025년 스타트업 엑셀러레이팅 지원사업 참여기업 모집 공고,창업벤처,경상남도,유관기관지원사업,2025-07-28 ~ 2025-08-11,2025-07-30T13:42:27,"['금융', '창업', '경영', '경남', '밸류업', '2025', '인사이트', '투자상담회', '자료제작', '워크숍', '기업진단', '데모데이', '진주시', '경남창조경제혁신센터', '브랜딩', '액셀러레이팅', '검증', '경상남도', '창업기업', '투자유치', '컨설팅', 'IR', '스타트업', '교육']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113007,
[인천] 2025년 중소기업 베트남 기술교류 참여기업 모집 공고,중소기업,인천광역시,유관기관지원사업,2025-07-29 ~ 2025-09-05,2025-07-30T13:23:56,"['금융', '기술', '수출', '내수', '인천', '개인경비', '베트남진출', '2025', '차량', '기술교류', '통역', '동남아', '시장진출', '전자', '전기', '인천테크노파크', '인천광역시', '베트남', '제조업', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112998,
[경기] 북서부권 2025년 스타트업 팩토리 연계 프로그램(사업화 지원금 및 컨설팅 지원사업) 모집 공고,창업벤처,경기도,유관기관지원사업,2025-07-29 ~ 2025-08-17,2025-07-30T13:17:16,"['금융', '창업', '경영', '경기', '북서부권', '팩토리', '2025', '프로그램', '고양시', '파주시', '지원금', '김포시', '사업화', '경기도', '컨설팅', '스타트업', '경기도경제과학진흥원']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112995,
기회발전특구에 창업하는 기업에 대한 지원(기회발전특구 기업에 대한 지원 안내)(2025년 중소기업 조세지원),창업벤처,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-30T13:12:13,"['금융', '창업', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '기회발전특구', '중소기업조세지원', '2025', '감면', '이전', '법인세', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113002,
2025년 인천스타트업파크 TRYOUT 대학 실증 프로그램(글로벌 바이오 분야) 공고,창업벤처,인천광역시,유관기관지원사업,2025-07-29 ~ 2025-08-12,2025-07-30T13:07:29,"['기술', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '스트타업', '창업분야', 'TRYOUT', '2025', '프로그램', '상용화', '제품', '인프라', '서비스', '스케일업', '대학', '실증', '인천스타트업파크', '사업화', '인천테크노파크', '인천광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000113001,
[경기] 성남시 CES 2026 참관단 모집 공고,중소기업,경기도,유관기관지원사업,2025-07-29 ~ 2025-08-18,2025-07-30T11:25:21,"['금융', '기술', '창업', '경영', '경기', '참관단', '기술트렌드', '미래신사업', '2025', 'CES', '중소벤처기업', '글로벌', '성남시', '성남산업진흥원', '경기도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112980,
[경남] 2025년 메이커 활성화(스페이스) 메이킹 아카데미 신청기업 모집 재공고,창업벤처,경상남도,유관기관지원사업,2025-07-29 ~ 2025-08-13,2025-07-30T11:14:59,"['금융', '기술', '창업', '경영', '경남', '제조역량', '멘토지원', '메이킹', '2025', '목업제작', '초기창업기업', '전문교육', '제조혁신', '예비창업자', '아카데미', '경남테크노파크', '디자인', '시제품제작', '경상남도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112987,
2025년 데이터 마케팅 컨설팅 참여 출판사 모집 연장 공고,중소기업,문화체육관광부,유관기관지원사업,2025-07-29 ~ 2025-08-11,2025-07-30T11:09:37,"['창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '독자분석', '데이터마케팅', '2025', '출판기획', '데이터분석', '시장', '판매', '출판사', '한국출판문화산업진흥원', '문화체육관광부', '컨설팅', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112985,
[전남] 2025년 3차 지역기업 성장사다리 지원사업 환경에너지소재부품산업 분야 공고,중소기업,전라남도,유관기관지원사업,2025-07-30 ~ 2025-08-15,2025-07-30T10:58:42,"['금융', '기술', '수출', '내수', '경영', '전남', '환경에너지소재부품산업', '전ㆍ후방', 'PRE-R&D', 'POST-R&D', '해외수출지원', '성장사다리', '2025', '지역기업', '국내외', '제품', '시험', '장비활용', '시제품제작', '전시회', '인증', '전라남도', '전남테크노파크', '수출지원', '중소벤처기업부', '시장개척', '특허']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112977,
[광주] 2025년 외국인유학생 기술창업지원사업 유학생 공동창업 지원프로그램 참여자(기업) 추가 모집 공고,창업벤처,광주광역시,유관기관지원사업,2025-07-28 ~ 2025-08-14,2025-07-30T10:55:12,"['금융', '기술', '창업', '경영', '광주', '기술창업지원사업', '공동창업', '외국인유학생', '2025', '유학생', '예비스타트업', '지원프로그램', '기업', '광주테크노파크', '광주광역시', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112975,
[서울] 2025년 2차 대만 타이페이 AI헬스케어 지역특화 수출상담회 참가기업 모집 공고,중소기업,중소벤처기업부,유관기관지원사업,2025-07-29 ~ 2025-08-22,2025-07-30T10:29:22,"['금융', '수출', '내수', '경영', '서울', 'AI디지털뷰티케어', 'AI의료기기', '상담회운영', 'AI헬스케어', '국비지원', '타이페이', '2025', '한국디지털컨버전스협회', '지역특화', '대만', '수출상담회', '시장진출', '바이어발굴', '컨설팅', '중소벤처기업부', '통역지원']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112960,
[경북] 김천시 2025년 중소기업 수출 스케일업 지원사업 참여기업 추가 모집 연장 공고,중소기업,경상북도,유관기관지원사업,2025-07-29 ~ 2025-08-20,2025-07-30T10:14:37,"['금융', '수출', '내수', '경북', '수출스케일업', '계약체결', '2025', '부스', '비즈니스상담', '숙박', '임차', '항공료', '김천시', '보험료', '해외바이어', '경상북도경제진흥원', '시제품제작', '인증', '시장조사', '경상북도', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112958,
2025년 코리아콘텐츠위크 in 상해 및 제4회 글로벌디지털무역박람회 참가기업 모집 공고,중소기업,문화체육관광부,유관기관지원사업,2025-07-29 ~ 2025-08-13,2025-07-30T10:12:48,"['금융', '수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '글로벌디지털무역박람회', '중국시장진출', '2025', '코리아콘텐츠위크', '체재비', '상해', '수출상담', '한국콘텐츠진흥원', '문화체육관광부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112972,
[경북] 성주군ㆍ상주시 2025년 소상공인 새바람 체인지업 경영환경개선 희망 소상공인 추가 모집 공고,소상공인,경상북도,유관기관지원사업,2025-07-21 ~ 2025-08-11,2025-07-30T09:19:41,"['금융', '인력', '창업', '경영', '경북', '성주', '체인업', '새바람', '2025', '경영환경개선', '상주', '점포환경개선', '경상북도경제진흥원', '컨설팅', '경상북도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112963,
[서울] 하반기 9기 프렙 아카데미 교육생 모집 공고,창업벤처,서울특별시,유관기관지원사업,2025-07-30 ~ 2025-08-19,2025-07-30T09:08:07,"['창업', '서울', '프렙', '2025', '창업희망', '외식업', '골목상권', '서울신용보증재단', '예비창업자', '아카데미', '서울특별시', '청년']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112948,
2025년 백년소상공인 재지정 신청 안내,소상공인,소상공인시장진흥공단,공단지원사업,2025-07-30 ~ 2025-08-08,2025-07-29T20:55:03,[],,502.0
2025년 스마트물류 기술사업화 협업플랫폼 구축사업 기업지원사업 연장 재공고(과학기술정보통신부 R&D혁신밸리육성),중소기업,과학기술정보통신부,유관기관지원사업,2025-07-28 ~ 2025-08-18,2025-07-29T13:58:40,"['금융', '기술', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '신규진출', '중소ㆍ중견', '국내ㆍ외', '기술경쟁력강화', '전ㆍ후방', '서비스보유', '2025', '수요맞춤형', '홍보마케팅', '스마트물류', '우수기술', '부산테크노파크', '융복합', '기술컨설팅', 'ICT', '블록체인', '지식재산권', '과학기술정보통신부', '전시회']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112940,
[부산] XRㆍ메타버스 기업 해외 전시회 참가 지원사업 추가모집 공고,중소기업,부산광역시,유관기관지원사업,2025-07-29 ~ 2025-08-22,2025-07-29T13:56:46,"['금융', '내수', '부산', '2025', '해외시장진출', '부산정보산업진흥원', 'XR', '기업', '글로벌', '부산광역시', '전시회', '메타버스', '해외']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112939,
[충남] 2025년 일본 오사카 수출상담회 참여기업 모집 공고,중소기업,충청남도,유관기관지원사업,2025-07-01 ~ 2025-08-15,2025-07-29T13:44:07,"['수출', '내수', '충남', '2025', '오사카', '수출촉진', '일본시장', '수출상담회', '판로개척', '제조기업', '충청남도', '충청남도경제진흥원', '일본']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112944,
[경남] 김해시 2025년 메가쇼 시즌2 단체관 참가 지원사업 참가기업 모집 공고,중소기업,경상남도,유관기관지원사업,2025-07-29 ~ 2025-08-30,2025-07-29T13:30:29,"['내수', '창업', '경영', '경남', '바이어상담기회확보', '판매촉진', '2025', '단체관', '메가쇼', '김해시', '김해의생명산업진흥원', '제품홍보', '경상남도', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112936,
[전북] 2025년 2차 1인 자영업자 사회보험료 지원 공고,소상공인,전북특별자치도,유관기관지원사업,예산 소진시까지,2025-07-29T11:22:05,"['금융', '경영', '전북', '사회안전망강화', '전북특별자치도', '전북특별자치도경제통상진흥원', '산재', '2025', '자영업자', '사회보험료', '고용', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112943,
"[전북] 2025년 2차 글로벌 강소기업 1,000+ 프로젝트-강소ㆍ강소+ 지역 자율프로그램 참여기업 모집 공고",중소기업,전북특별자치도,유관기관지원사업,2025-07-28 ~ 2025-08-18,2025-07-29T11:17:29,"['금융', '기술', '수출', '내수', '경영', '전북', '전북특별자치도', '2025', '공정개선', '글로벌강소기업', '홍보물제작', '지식재산권', '시제품제작', '전시회', '인증', '전북테크노파크', '컨설팅', '중소벤처기업부', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112931,
[강원] 2025년 콘텐츠코리아랩 강콘페스타 팝업스토어 및 홍보ㆍ체험부스 참여기업 모집 공고,창업벤처,강원특별자치도,유관기관지원사업,2025-07-28 ~ 2025-08-22,2025-07-29T11:04:10,"['창업', '강원', '2025', '강원특별자치도', '강원정보문화산업진흥원', '강원콘텐츠코리아랩', '강콘페스타', '팝업스토어', '홍보', '체험부스', '콘텐츠', '창작자']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112929,
2025년 판로확대를 위한 유통MD 품평회 참여기업 모집 공고,창업벤처,농림축산식품부,유관기관지원사업,2025-07-29 ~ 2025-08-11,2025-07-29T10:54:57,"['내수', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '유통MD', '시음', '상품성', '시식', '2025', '애로사항해결', '벤처육성기업', '오프라인', '판로확대', '품평회', '한국농업기술진흥원', '평가', '농림축산식품부', '전국', '온라인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112918,
2025년 비대면 다자간 쇼케이스 사업 참가업체 모집 공고,중소기업,해양수산부,유관기관지원사업,2025-07-28 ~ 2025-08-12,2025-07-29T10:54:43,"['수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '국내수산물', '해외시장개척사업', '다자간', '신시장개척', '2025', '한국수산회', '수출증대', '쇼케이스', '수산물', '해양수산부', '비대면']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112917,
2025년 세종 술술축제 양조부스 운영 참여기업 모집 공고,중소기업,세종특별자치시,유관기관지원사업,2025-07-28 ~ 2025-08-11,2025-07-29T10:20:48,"['내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '제품수매', '술술축제', '부스운영', '와인', '2025', '양조', '전통주', '수제맥주', '세종창조경제혁신센터', '세종특별자치시', '소기업', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112912,
[서울] 2025년 하반기 서울뷰티허브 지원사업 참가기업 모집 공고,중소기업,서울특별시,유관기관지원사업,2025-07-28 ~ 2025-08-14,2025-07-29T09:43:33,"['수출', '내수', '경영', '서울', '서울뷰티허브', '일반화장품', '해외수출지원', '2025', '이너뷰티', '비건화장품', '뷰티테크기업', '뷰티테크', '실무', '전시', '맞춤형', '글로벌', '패키징', '서울특별시', '직접수행', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112922,
[경북] 2026년 농식품 창업 분야 사업 대상자 공고,창업벤처,경상북도,유관기관지원사업,2025-07-28 ~ 2025-09-05,2025-07-29T09:34:14,"['금융', '기술', '인력', '창업', '경영', '경북', '창업분야', '가공지원', '농촌지역', '경제활성화', '2025', '부가가치', '농산물', '상품개발', '농식품', '농업인', '직접수행', '경상북도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112900,
2025년 플랫폼 협업 MD상담회 소상공인 모집공고(인천경기),소상공인,소상공인시장진흥공단,공단지원사업,2025-08-01 ~ 2025-08-21,2025-07-28T17:13:48,[],,501.0
2025년 K-콘텐츠 AI 혁신 선도 프로젝트 공고,중소기업,문화체육관광부,유관기관지원사업,2025-07-25 ~ 2025-08-25,2025-07-28T14:21:59,"['금융', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '2025', '콘텐츠산업', '산업생태계', '기술융합', '글로벌', '한국콘텐츠진흥원', '문화체육관광부', '사업화', '창업기업', '인공지능', 'AI', '중견기업', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112893,
[경북] 봉화군 2025년 소상공인 카드수수료 지원사업 참여점포 모집 변경 공고,소상공인,경상북도,유관기관지원사업,예산 소진시까지,2025-07-28T13:51:57,"['금융', '경영', '경북', '참여점포', '행복카드', '2025', '봉화군', '카드수수료', '경상북도경제진흥원', '지원사업', '경상북도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112891,
[경남] 산업분야별 해외 공동마케팅 지원사업 참가 업체 모집 재공고,중소기업,경상남도,유관기관지원사업,2025-07-28 ~ 2025-08-22,2025-07-28T13:43:08,"['금융', '수출', '내수', '경영', '경남', '해외공동마케팅', '해외온라인쇼핑몰', '2025', '경남투자경제진흥원', '부스임차', '참가비', '통역', '입점', '수출상담회', '해외전시회', '바이어발굴', '해외시장개척', '경상남도']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112877,
[서울] XR 홍보 테스트베드 지원사업 참여기업 모집 공고,중소기업,서울특별시,유관기관지원사업,2025-07-25 ~ 2025-08-13,2025-07-28T13:30:03,"['금융', '기술', '내수', '서울', '네트워크연결', 'XR기업', '서울경제진흥원', '2025', '국내', '전시', '테스트베드', '제품', '체험', '개발', '판로개척', '서울특별시', '시제품']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112886,
2025년 산림분야 오픈이노베이션 공고,창업벤처,산림청,유관기관지원사업,2025-07-28 ~ 2025-08-22,2025-07-28T13:25:09,"['창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '보육기업협약', '2025', '산림분야', '아이디어', '밋업', '오픈이노베이션', '산림청', '한국임업진흥원', '창업기업', '스타트업', '멘토링']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112885,
2025년 핀테크 특화 해외진출 프로그램(미국) 참가기업 모집 공고,중소기업,금융위원회,유관기관지원사업,2025-07-25 ~ 2025-08-18,2025-07-28T11:18:27,"['금융', '기술', '수출', '내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '금융네트워크', '한국능률협회컨설팅 ', '디지털금융', '2025', '한국핀테크지원센터', '핀테크기업', '해외시장진출', 'IR피칭', '부스', '콘퍼런스', '미국', '데모데이', '핀테크', '금융위원회', '글로벌', '홍보']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112857,
2025년 독일 국제 아이디어ㆍ발명ㆍ신제품  전시회 참가모집 공고,중소기업,특허청,유관기관지원사업,2025-07-25 ~ 2025-09-26,2025-07-28T10:37:22,"['금융', '수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '발명가', '이노테크', '2025', '출품', '발명품', '등록비', '통역비', '부스비', '국제', '아이디어', '보조금', '독일', '실용신안', '신제품', '한국발명진흥회', '기업', '시장진출', '글로벌', '특허청', '디자인', '전시회', '특허', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112867,
2025년 대만 이노테크 엑스포 참가 사업 모집 공고,중소기업,특허청,유관기관지원사업,2025-07-25 ~ 2025-09-05,2025-07-28T10:35:46,"['금융', '수출', '내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '이노테크', '2025', '출품', '발명품', '등록비', '통역비', '부스비', '대만', '엑스포', '실용신안', '한국발명진흥회', '시장진출', '글로벌', '특허청', '디자인', '특허']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112865,
벤처기업 복수의결권주식 취득에 대한 과세특례 안내(2025년 중소기업 조세지원),창업벤처,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-28T09:49:13,"['금융', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '중소기업조세지원', '과세특례', '벤처기업', '중소벤처기업부', '2025', '복수의결권주식', '과세이연', '창업주', '양도소득세', '상속']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112838,
[광주] 북구 2025년 2차 라이브커머스 참여 소상공인 모집 공고(소상공인 라이브커머스 지원),소상공인,광주광역시,유관기관지원사업,2025-07-24 ~ 2025-08-29,2025-07-28T09:40:21,"['내수', '경영', '광주', '온라인시장진출', '2025', '디지털커머스', '송출', '방송제작', '홍보', '기초자치단체', '라이브커머스', '광주광역시', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112835,
[광주] 2025년 3차 인공지능 기술 고도화 지원사업 상시 모집 공고(AI융합 지능형 농업 생태계 구축 사업),중소기업,광주광역시,유관기관지원사업,상시 접수,2025-07-28T09:32:11,"['금융', '기술', '창업', '경영', '광주', 'IP지재권', '지능형농업', '2025', '신뢰성평가', '기술고도화', '광주정보문화산업진흥원', '1인창조기업', '성능평가', 'SW', '광주테크노파크', 'ICT', '기술이전', '벤처기업', '광주광역시', '인증', '컨설팅', '인공지능', 'AI', '중견기업', '특허', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112848,
벤처기업ㆍ창업보육센터에 대한 지방세 과세특례 안내(2025년 중소기업 조세지원),중소기업,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-28T09:22:37,"['금융', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '중소기업조세지원', '2025', '재산세', '취득세', '부동산', '창업보육센터', '과세특례', '벤처기업', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112828,
창업자금에 대한 증여세 과세특례 안내(2025년 중소기업 조세지원),창업벤처,중소벤처기업부,유관기관지원사업,"법인세 및
종합소득세 신고기간",2025-07-28T09:17:29,"['금융', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '소관 수행기관', '중소기업조세지원', '벤처기업', '중소벤처기업부', '2025', '창업자금', '창업중소기업', '세액감면', '증여', '상속', '사업용자산']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112847,
[충남] 2025년 중소기업육성자금 지원계획 추가 변경 공고,중소기업,충청남도,유관기관지원사업,예산 소진시까지,2025-07-28T09:08:47,"['금융', '충남', '벤처유망창업', '비보증', '특별경영안정', '투자협약', '충청남도일자리경제진흥원', '보증연계', '2025', 'ESG경영', '기업회생', '경쟁력강화', '회생기업', '경영안정자금', '육성자금', '혁신형', '기술혁신형', '사회적경제', '대출', '충청남도', '충청남도경제진흥원', '융자', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112845,
[울산] 2025년 네이버 쇼핑 상생 지원사업 참여기업 모집 공고(청년CEO육성사업),중소기업,울산광역시,유관기관지원사업,2025-07-25 ~ 2025-08-20,2025-07-25T13:24:49,"['금융', '내수', '창업', '울산', '울산경제일자리진흥원', '상생', '네이버쇼핑', '울산상회', '울산광역시', '홍보', '창업기업', '마케팅', '중소기업', '온라인', '2025', '쿠폰비용', '입점기업', '상위노출', '청년CEO육성사업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112791,
